complaint_id,txn_id,txn_id_missing,user_id,merchant_id,transaction_timestamp,reported_timestamp,bank_response_timestamp,reporting_delay_days,bank_response_delay_days,impossible_reporting_delay,disputed_amount,disputed_amount_missing,reason_code_bucket,reason_code,complaint_text,resolution_status,severity,channel,transaction_date,reported_date,bank_response_date,txn_id_missing_flag,user_id_missing_flag,merchant_id_missing_flag,disputed_amount_missing_flag,has_long_reporting_delay,has_long_bank_response_delay,invalid_reporting_delay,invalid_bank_response_delay,user_found_in_kyc,merchant_found_in_master,transaction_found,user_id_unmatched,merchant_id_unmatched,txn_id_unmatched
CB0002302,TXN00004618,False,USR69543,MER8140,,2026-01-23 00:00:00,,,,False,1142.86,False,Duplicate Debit,DUP_DEBIT,User claims account was compromised before transaction.,Rejected,Low,IVR,,2026-01-23,,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0001748,TXN36584,False,USR93861,MER2037,2026-01-01 00:00:00,2026-01-04 00:00:00,2026-01-28 00:00:00,3.0,24.0,False,,True,Account Takeover / Unauthorized,account hacked,User says UPI PIN was not entered by them.,Pending Bank,High,IVR,2026-01-01,2026-01-04,2026-01-28,False,False,False,True,False,True,False,False,True,False,False,False,True,True
CB0000590,TXN00018358,False,USR73010,MER2722,2026-03-12 00:00:00,2026-03-20 03:25:00,2026-04-16 00:00:00,8.14236111111111,26.85763888888889,False,,True,Amount Mismatch,Wrong Amount,Complaint received after multiple failed attempts.,Resolved,High,Chatbot,2026-03-12,2026-03-20,2026-04-16,False,False,False,True,True,True,False,False,False,False,True,True,True,False
CB0002391,TXN00013005,False,USR27779,MER6850,,2026-04-01 00:00:00,2026-04-15 18:10:52,,14.757546296296296,False,3734.7,False,Item/Service Not Delivered,delivery issue,Merchant service was not delivered after payment.,Pending Bank,Low,App,,2026-04-01,2026-04-15,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001600,TXN00014926,False,USR22359,MER4542,,2026-01-22 15:21:40,2026-02-09 00:00:00,,17.359953703703702,False,2332.94,False,Other/Unclassified,Fraud Suspected,Suspicious high-value payment disputed by customer.,Closed,Low,Chatbot,,2026-01-22,2026-02-09,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000837,TXN00014492,False,USR59264,MER1548,2026-01-04 03:46:36,2026-02-03 00:00:00,2026-02-11 00:00:00,29.84263888888889,8.0,False,,True,Other/Unclassified,suspicious transaction,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,In Progress,Medium,Chatbot,2026-01-04,2026-02-03,2026-02-11,False,False,False,True,True,True,False,False,True,False,True,False,True,False
CB0001140,TXN00004922,False,USR79175,MER6652,2026-03-28 00:00:00,2026-03-30 00:00:00,2026-04-10 04:32:07,2.0,11.188969907407408,False,,True,Account Takeover / Unauthorized,not done by me,user reports money deducted but merchant denies receiving payment.,Closed,Medium,IVR,2026-03-28,2026-03-30,2026-04-10,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0000562,TXN00003828,False,USR39793,MER3203,,2026-03-31 19:03:00,,,,False,1594.84,False,Other/Unclassified,UNAUTHORISED,User reports money deducted but merchant denies receiving payment.,Pending Bank,Low,Chatbot,,2026-03-31,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001071,TXN00005413,False,USR85761,MER3171,2026-01-29 00:00:00,2026-02-01 00:00:00,2026-02-14 00:00:00,3.0,13.0,False,,True,Amount Mismatch,extra amount deducted,Suspicious high-value payment disputed by customer. details missing,Pending Bank,Medium,Chatbot,2026-01-29,2026-02-01,2026-02-14,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0002196,TXN00010149,False,USR88130,MER8556,2026-02-28 00:00:00,2026-03-30 00:00:00,,30.0,,False,,True,Other/Unclassified,unauth txn,customer says amount was debited twice.,In Progress,Critical,Email,2026-02-28,2026-03-30,,False,False,False,True,True,False,False,False,True,True,True,False,False,False
CB0001010,TXN00006755,False,USR73752,MER7461,2026-03-14 00:00:00,2026-03-17 00:00:00,2026-04-14 00:00:00,3.0,28.0,False,,True,Account Takeover / Unauthorized,Account Takeover,User claims account was compromised before transaction. call dropped,Pending Bank,Low,Chatbot,2026-03-14,2026-03-17,2026-04-14,False,False,False,True,False,True,False,False,True,False,True,False,True,False
CB0000677,TXN00003443,False,USR88570,MER2055,2026-02-05 00:00:00,2026-02-12 00:00:00,2026-02-21 00:00:00,7.0,9.0,False,,True,Other/Unclassified,Fraud Suspected,Suspicious high-value payment disputed by customer.,Open,Low,Email,2026-02-05,2026-02-12,2026-02-21,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0000909,TXN00006059,False,USR60322,MER5605,2026-02-22 00:00:00,2026-02-23 00:00:00,2026-03-08 00:00:00,1.0,13.0,False,,True,Duplicate Debit,charged twice,Customer complaint text unclear due to poor call center notes.,In Progress,Medium,Call Center,2026-02-22,2026-02-23,2026-03-08,False,False,False,True,False,True,False,False,True,False,True,False,True,False
CB0000010,TXN00006640,False,USR52772,MER3725,2026-02-25 23:06:00,2026-02-27 03:06:00,,1.1666666666666667,,False,,True,Account Takeover / Unauthorized,login compromised,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Closed,Low,App,2026-02-25,2026-02-27,,False,False,False,True,False,False,False,False,False,False,True,True,True,False
CB0000583,TXN00013098,False,USR11077,MER5456,2026-02-01 00:00:00,2026-02-03 00:32:11,2026-02-03 00:32:11,2.022349537037037,0.0,False,,True,Other/Unclassified,incorrect amount,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,Pending Bank,Medium,Branch,2026-02-01,2026-02-03,2026-02-03,False,False,False,True,False,False,False,False,True,False,True,False,True,False
CB0000273,TXN00002139,False,USR80361,MER6712,2026-03-05 11:26:00,2026-03-16 04:26:00,,10.708333333333334,,False,,True,General Complaint / Dispute,customer issue,customer complaint text unclear due to poor call center notes.,Open,Low,Branch,2026-03-05,2026-03-16,,False,False,False,True,True,False,False,False,True,False,True,False,True,False
CB0002159,TXN00008446,False,USR75943,MER5482,2026-03-08 00:00:00,2026-03-08 12:51:00,2026-03-27 00:00:00,0.5354166666666667,18.464583333333334,False,,True,Other/Unclassified,scam,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Rejected,Critical,Email,2026-03-08,2026-03-08,2026-03-27,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0001605,TXN00013039,False,USR38436,MER5655,,2026-01-09 00:00:00,2026-01-13 00:00:00,,4.0,False,7884.27,False,Account Takeover / Unauthorized,Account Takeover,Suspicious high-value payment disputed by cust.,Rejected,Medium,Call Center,,2026-01-09,2026-01-13,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0001543,TXN00009804,False,USR90720,MER4495,,2026-01-24 00:00:00,2026-01-27 03:54:00,,3.1625,False,767.56,False,Item/Service Not Delivered,merchant service issue,Customer complaint text unclear due to poor call center notes.,Rejected,Medium,IVR,,2026-01-24,2026-01-27,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0002711,TXN42233,False,USR31712,MER3819,2026-03-10 00:00:00,2026-04-24 16:53:03,2026-05-09 16:53:03,45.70350694444444,15.0,False,,True,Duplicate Debit,Duplicate Debit,complaint received after multiple failed attempts.,Closed,Medium,IVR,2026-03-10,2026-04-24,2026-05-09,False,False,False,True,True,True,False,False,False,True,False,True,False,True
CB0001651,TXN00010749,False,USR62848,MER3729,2026-02-15 00:00:00,2026-02-22 23:37:50,2026-02-26 00:00:00,7.984606481481482,3.0153935185185183,False,,True,Other/Unclassified,Fraud Suspected,Customer says amount was debited twice. call dropped,In Progress,Low,Branch,2026-02-15,2026-02-22,2026-02-26,False,False,False,True,True,False,False,False,False,False,True,True,True,False
CB0001488,TXN00015761,False,USR47459,MER8883,,2026-02-08 18:43:00,2026-03-06 00:00:00,,25.22013888888889,False,6388.0,False,Other/Unclassified,service failed,User claims account was compromised before transaction.,Open,Low,IVR,,2026-02-08,2026-03-06,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000985,TXN00016633,False,USR50898,MER3836,,2026-03-07 00:00:00,,,,False,3329.74,False,Other/Unclassified,UNAUTHORISED,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,In Progress,Medium,Chatbot,,2026-03-07,,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0000849,TXN00010509,False,USR32787,MER1253,,2026-02-18 00:00:00,2026-03-13 09:31:00,,23.396527777777777,False,1585.54,False,Other/Unclassified,service failed,User claims account was compromised before transaction.,In Progress,High,IVR,,2026-02-18,2026-03-13,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0000058,TXN00007401,False,USR21162,MER8369,2026-02-03 00:00:00,,,,,False,,True,Item/Service Not Delivered,not delivered,Suspicious high-value payment disputed by customer.,Resolved,High,App,2026-02-03,,,False,False,False,True,False,False,False,False,False,False,True,True,True,False
CB0001837,TXN00011621,False,USR98433,MER5655,2026-02-22 00:00:00,2026-02-24 20:31:03,2026-03-04 00:00:00,2.8548958333333334,7.145104166666667,False,,True,Item/Service Not Delivered,not delivered,User claims account was compromised before txn.,Rejected,Medium,Branch,2026-02-22,2026-02-24,2026-03-04,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0000031,TXN00005788,False,USR80678,MER4473,,2026-03-29 00:09:09,2026-03-29 00:09:09,,0.0,False,372.51,False,Duplicate Debit,DUP_DEBIT,User claims account was compromised before transaction.,Resolved,Low,IVR,,2026-03-29,2026-03-29,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0000124,TXN00006207,False,USR61576,MER7286,2026-02-12 00:00:00,2026-02-28 00:00:00,2026-03-15 00:00:00,16.0,15.0,False,,True,Item/Service Not Delivered,item not received,Payment made to unknown merchant as per customer statement.,Pending Bank,Low,Branch,2026-02-12,2026-02-28,2026-03-15,False,False,False,True,True,True,False,False,False,False,True,True,True,False
CB0001275,TXN00014522,False,USR11090,MER8336,,,,,,False,1098.78,False,Other/Unclassified,FRAUD,User reports money deducted but merchant denies receiving payment.,Open,Low,IVR,,,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001991,TXN00002169,False,USR33650,MER7326,2026-01-21 18:37:36,2026-01-25 00:00:00,2026-02-07 17:37:00,3.223888888888889,13.734027777777778,False,,True,Item/Service Not Delivered,item not received,Complaint received after multiple failed attempts.,In Progress,Low,Email,2026-01-21,2026-01-25,2026-02-07,False,False,False,True,False,True,False,False,False,True,True,True,False,False
CB0002668,,True,USR19568,MER9291,2026-01-25 05:32:00,,2026-02-16 06:32:00,,,False,4776.3,False,Account Takeover / Unauthorized,account hacked,Customer says amount was debited twice.,Rejected,Low,Chatbot,2026-01-25,,2026-02-16,True,False,False,False,False,False,False,False,True,False,False,False,True,False
CB0000541,TXN00009994,False,USR78285,MER7286,,2026-01-22 00:00:00,2026-01-31 21:57:00,,9.914583333333333,False,477.68,False,Other/Unclassified,incorrect amount,User claims account was compromised before transaction.,Open,Medium,App,,2026-01-22,2026-01-31,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001634,TXN00016754,False,USR77208,MER6810,,2026-02-19 12:19:39,2026-03-17 00:00:00,,25.48635416666667,False,2563.38,False,Other/Unclassified,UNAUTHORISED,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Closed,Low,Chatbot,,2026-02-19,2026-03-17,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001367,TXN00014165,False,USR19110,MER1811,2026-03-06 00:00:00,2026-03-08 00:00:00,2026-03-28 00:00:00,2.0,20.0,False,,True,Other/Unclassified,Fraud Suspected,User claims account was compromised before transaction.,Open,Medium,Chatbot,2026-03-06,2026-03-08,2026-03-28,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0002735,TXN00012810,False,USR90720,MER4590,2026-02-22 05:46:00,2026-02-24 00:00:00,2026-03-17 00:00:00,1.7597222222222222,21.0,False,,True,Account Takeover / Unauthorized,login compromised,Customer says transaction was not authorized.,Closed,Medium,Chatbot,2026-02-22,2026-02-24,2026-03-17,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0001939,TXN00006912,False,USR22979,MER8217,,,2026-03-05 00:00:00,,,False,1089.06,False,Item/Service Not Delivered,no service,Payment made to unknown merchant as per customer statement.,Resolved,Low,Chatbot,,,2026-03-05,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000410,TXN00007326,False,USR30157,MER1136,,,2026-03-17 15:14:18,,,False,185.0,False,General Complaint / Dispute,customer issue,User claims account was compromised before txn.,Open,Medium,Chatbot,,,2026-03-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0002377,TXN00019402,False,USR94040,MER1653,2026-01-11 00:00:00,2026-01-19 13:52:07,2026-01-23 00:00:00,8.577858796296296,3.422141203703704,False,,True,General Complaint / Dispute,customer issue,Payment made to unknown merchant as per customer statement. pls check asap,Pending Bank,Medium,Branch,2026-01-11,2026-01-19,2026-01-23,False,False,False,True,True,False,False,False,True,True,True,False,False,False
CB0000242,,True,USR53192,MER9729,2026-02-13 09:46:00,2026-02-16 08:46:14,2026-03-04 00:00:00,2.9584953703703705,15.634560185185183,False,1995.28,False,Duplicate Debit,Duplicate Debit,Merchant service was not delivered after payment.,Resolved,Medium,App,2026-02-13,2026-02-16,2026-03-04,True,False,False,False,False,True,False,False,False,True,False,True,False,False
CB0002679,,True,USR57460,MER6850,2026-02-27 00:00:00,2026-03-05 00:00:00,,6.0,,False,1271.0,False,Other/Unclassified,incorrect amount,user says upi pin was not entered by them.,Rejected,Medium,Chatbot,2026-02-27,2026-03-05,,True,False,False,False,False,False,False,False,True,False,False,False,True,False
CB0002231,TXN00010167,False,USR37981,MER7715,2026-03-08 00:00:00,2026-03-10 09:30:28,2026-04-08 00:00:00,2.3961574074074075,28.603842592592592,False,,True,General Complaint / Dispute,Customer Dispute,Customer says amount was debited twice.,In Progress,Medium,Chatbot,2026-03-08,2026-03-10,2026-04-08,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0000843,TXN00014470,False,USR23820,MER3842,2026-03-14 00:00:00,2026-03-25 00:04:00,,11.002777777777778,,False,,True,Item/Service Not Delivered,merchant service issue,Complaint received after multiple failed attempts.,Rejected,Low,Call Center,2026-03-14,2026-03-25,,False,False,False,True,True,False,False,False,False,False,True,True,True,False
CB0002206,TXN00009768,False,USR52915,MER7051,,2026-03-16 00:00:00,2026-03-17 00:10:00,,1.0069444444444444,False,5082.98,False,Account Takeover / Unauthorized,Unauthorized Transaction,Payment made to unknown merchant as per customer statement.,Closed,Critical,Email,,2026-03-16,2026-03-17,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001662,TXN00008240,False,USR43842,MER7885,2026-01-06 00:00:00,2026-01-08 00:00:00,2026-01-18 19:29:00,2.0,10.811805555555557,False,,True,Item/Service Not Delivered,no service,Merchant service was not delivered after payment.,Resolved,Medium,Branch,2026-01-06,2026-01-08,2026-01-18,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0000952,TXN00013323,False,USR46902,MER2064,,2026-04-24 00:00:00,2026-05-19 00:00:00,,25.0,False,1986.27,False,Item/Service Not Delivered,not delivered,Complaint received after multiple failed attempts.,Open,Medium,Call Center,,2026-04-24,2026-05-19,False,False,False,False,False,True,False,False,True,True,True,False,False,False
CB0002003,TXN00015085,False,USR71636,MER4256,2026-01-16 00:00:00,2026-01-18 06:11:00,2026-02-09 00:00:00,2.2576388888888888,21.742361111111112,False,,True,Item/Service Not Delivered,Merchant Not Delivered,suspicious high-value payment disputed by customer.,In Progress,Medium,App,2026-01-16,2026-01-18,2026-02-09,False,False,False,True,False,True,False,False,True,False,True,False,True,False
CB0002073,TXN00007227,False,USR23350,MER8136,,2026-03-02 00:00:00,,,,False,1894.93,False,Amount Mismatch,extra amount deducted,Customer complaint text unclear due to poor call center notes.,Open,Medium,Branch,,2026-03-02,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0002670,TXN00018420,False,USR34122,MER3807,,2026-03-12 19:55:00,2026-03-28 00:00:00,,15.17013888888889,False,2274.67,False,Item/Service Not Delivered,merchant service issue,Payment made to unknown merchant as per customer statement.,Pending Bank,High,Branch,,2026-03-12,2026-03-28,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0002379,TXN00008645,False,USR61509,MER1914,2026-03-27 00:00:00,2026-03-29 00:00:00,,2.0,,False,,True,Account Takeover / Unauthorized,account hacked,Complaint received after multiple failed attempts.,Rejected,Medium,IVR,2026-03-27,2026-03-29,,False,False,False,True,False,False,False,False,True,False,True,False,True,False
CB0001856,TXN50572,False,USR56512,MER3100,2026-01-23 00:00:00,2026-02-03 00:00:00,2026-03-02 12:12:00,11.0,27.508333333333333,False,,True,Duplicate Debit,Duplicate Debit,Complaint received after multiple failed attempts.,In Progress,High,App,2026-01-23,2026-02-03,2026-03-02,False,False,False,True,True,True,False,False,False,False,False,True,True,True
CB0001683,TXN00009432,False,USR85334,MER3739,2026-02-19 00:00:00,2026-03-07 12:06:00,2026-04-05 12:06:35,16.504166666666666,29.000405092592597,False,,True,General Complaint / Dispute,dispute raised,customer says transaction was not authorized.,In Progress,High,Email,2026-02-19,2026-03-07,2026-04-05,False,False,False,True,True,True,False,False,False,True,True,True,False,False
CB0000926,TXN00019409,False,USR27947,MER3416,2026-02-18 00:00:00,2026-02-19 00:00:00,,1.0,,False,,True,Duplicate Debit,DUP_DEBIT,Customer says transaction was not authorized.,In Progress,Medium,Branch,2026-02-18,2026-02-19,,False,False,False,True,False,False,False,False,True,True,True,False,False,False
CB0000829,TXN00017462,False,USR94805,MER5980,2026-03-18 00:00:00,2026-05-03 00:00:00,2026-05-29 09:24:00,46.0,26.391666666666666,False,,True,Other/Unclassified,service failed,Merchant service was not delivered after payment.,Resolved,Low,Chatbot,2026-03-18,2026-05-03,2026-05-29,False,False,False,True,True,True,False,False,True,False,True,False,True,False
CB0001800,,True,USR60863,MER2534,2026-02-26 00:00:00,2026-02-28 00:00:00,,2.0,,False,3882.6,False,Account Takeover / Unauthorized,Account Takeover,Complaint received after multiple failed attempts.,Open,Medium,IVR,2026-02-26,2026-02-28,,True,False,False,False,False,False,False,False,False,True,False,True,False,False
CB0000137,TXN00005904,False,USR86701,MER6915,2026-03-31 22:33:00,2026-03-31 00:00:00,,-0.9395833333333332,,True,,True,Amount Mismatch,amount mismatch,User claims account was compromised before txn.,Open,High,Chatbot,2026-03-31,2026-03-31,,False,False,False,True,False,False,True,False,False,False,True,True,True,False
CB0000964,TXN00002933,False,USR15536,MER3177,,2026-01-27 00:00:00,2026-02-15 00:00:00,,19.0,False,1870.77,False,Account Takeover / Unauthorized,login compromised,User says UPI PIN was not entered by them.,Resolved,Medium,Branch,,2026-01-27,2026-02-15,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0000751,TXN00008166,False,USR71704,MER6694,,,2026-02-22 08:23:27,,,False,813.72,False,Account Takeover / Unauthorized,unauthorized_transaction,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Rejected,Medium,IVR,,,2026-02-22,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0002741,TXN00016493,False,USR97428,MER9290,,,2026-03-21 00:00:00,,,False,1664.55,False,Account Takeover / Unauthorized,account hacked,Complaint received after multiple failed attempts.,Closed,Low,IVR,,,2026-03-21,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001089,TXN00006872,False,USR78604,MER7810,2026-01-05 00:00:00,2026-01-21 00:00:00,2026-01-21 00:00:00,16.0,0.0,False,,True,Item/Service Not Delivered,Merchant Not Delivered,Payment made to unknown merchant as per customer statement.,In Progress,Low,IVR,2026-01-05,2026-01-21,2026-01-21,False,False,False,True,True,False,False,False,False,False,True,True,True,False
CB0000168,TXN00010651,False,USR97772,MER4642,2026-01-19 00:00:00,2026-02-03 00:00:00,2026-03-03 13:11:35,15.0,28.54971064814815,False,,True,Account Takeover / Unauthorized,not done by me,Suspicious high-value payment disputed by customer.,Pending Bank,High,Chatbot,2026-01-19,2026-02-03,2026-03-03,False,False,False,True,True,True,False,False,True,True,True,False,False,False
CB0002682,TXN00000762,False,USR34180,MER9565,,2026-02-21 00:00:00,,,,False,1083.4,False,Duplicate Debit,DUP_DEBIT,payment made to unknown merchant as per customer statement.,Resolved,High,IVR,,2026-02-21,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0002080,TXN00006502,False,USR17290,MER6230,2026-01-13 00:00:00,2026-01-16 00:00:00,,3.0,,False,,True,Other/Unclassified,incorrect amount,Suspicious high-value payment disputed by cust.,Open,Critical,Chatbot,2026-01-13,2026-01-16,,False,False,False,True,False,False,False,False,False,False,True,True,True,False
CB0002132,TXN00011912,False,USR73010,MER4590,,2026-03-29 00:00:00,2026-04-28 00:00:00,,30.0,False,2559.27,False,Other/Unclassified,UNAUTHORISED,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Closed,Low,Call Center,,2026-03-29,2026-04-28,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000187,TXN00008581,False,USR85112,MER9415,2026-02-25 00:00:00,2026-02-28 07:16:11,,3.3029050925925927,,False,,True,General Complaint / Dispute,dispute raised,Payment made to unknown merchant as per customer statement.,In Progress,Medium,IVR,2026-02-25,2026-02-28,,False,False,False,True,False,False,False,False,False,True,True,True,False,False
CB0000650,TXN00004880,False,USR34311,MER2209,2026-02-21 00:00:00,2026-02-23 00:00:00,,2.0,,False,,True,Account Takeover / Unauthorized,unauthorized_transaction,Customer complaint text unclear due to poor call center notes.,Rejected,Critical,Branch,2026-02-21,2026-02-23,,False,False,False,True,False,False,False,False,False,False,True,True,True,False
CB0002404,TXN00001110,False,USR78155,MER9798,2026-03-12 00:00:00,2026-03-14 07:44:57,,2.3228819444444446,,False,,True,Item/Service Not Delivered,item not received,Suspicious high-value payment disputed by customer.,Open,Medium,App,2026-03-12,2026-03-14,,False,False,False,True,False,False,False,False,False,True,True,True,False,False
CB0000173,TXN00013826,False,USR31453,MER4581,2026-01-24 14:20:26,2026-01-28 04:20:00,,3.583032407407408,,False,,True,General Complaint / Dispute,dispute raised,User says UPI PIN was not entered by them.,Closed,Low,Branch,2026-01-24,2026-01-28,,False,False,False,True,False,False,False,False,False,True,True,True,False,False
CB0000348,TXN00003338,False,USR78803,MER4683,2026-01-26 00:00:00,2026-01-29 01:18:00,2026-02-22 01:18:55,3.0541666666666667,24.000636574074075,False,,True,Item/Service Not Delivered,no service,Customer complaint text unclear due to poor call center notes. urgent,Closed,Medium,Chatbot,2026-01-26,2026-01-29,2026-02-22,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0000932,TXN00003371,False,USR26201,MER2614,,2026-03-26 00:00:00,,,,False,737.83,False,Other/Unclassified,fraud,Complaint received after multiple failed attempts.,Pending Bank,Low,Call Center,,2026-03-26,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000791,TXN00007791,False,USR24536,MER6890,,2026-03-10 00:00:00,2026-04-01 00:00:00,,22.0,False,1735.16,False,Other/Unclassified,FRAUD,Suspicious high-value payment disputed by customer.,In Progress,Low,IVR,,2026-03-10,2026-04-01,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0001033,TXN00004562,False,USR35882,MER9511,2026-02-03 00:00:00,2026-02-10 00:00:00,2026-03-07 00:00:00,7.0,25.0,False,,True,Amount Mismatch,amount mismatch,Merchant service was not delivered after payment.,Pending Bank,High,Chatbot,2026-02-03,2026-02-10,2026-03-07,False,False,False,True,False,True,False,False,False,False,True,True,True,False
CB0001286,TXN00004472,False,USR83523,MER5954,2026-03-10 08:35:18,2026-03-07 08:35:18,2026-04-05 08:35:00,-3.0,28.999791666666667,True,,True,Item/Service Not Delivered,Merchant Not Delivered,Customer says transaction was not authorized. NA,Pending Bank,Medium,Branch,2026-03-10,2026-03-07,2026-04-05,False,False,False,True,False,True,True,False,True,True,True,False,False,False
CB0000941,TXN00016470,False,USR14844,MER2266,2026-01-04 00:00:00,2026-01-10 09:49:36,2026-01-10 00:00:00,6.4094444444444445,-0.4094444444444444,False,,True,Other/Unclassified,service failed,Customer says amount was debited twice.,Open,High,Email,2026-01-04,2026-01-10,2026-01-10,False,False,False,True,False,False,False,True,True,True,True,False,False,False
CB0002547,TXN00009614,False,USR83314,MER4007,,2026-02-12 00:00:00,2026-03-01 00:00:00,,17.0,False,927.07,False,Other/Unclassified,FRAUD,Customer complaint text unclear due to poor call center notes.,Pending Bank,High,IVR,,2026-02-12,2026-03-01,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0002700,TXN00018891,False,USR69797,MER5713,,2026-01-06 00:00:00,2026-02-04 20:17:00,,29.84513888888889,False,2154.46,False,Other/Unclassified,unauth txn,Customer complaint text unclear due to poor call center notes.,Resolved,High,Email,,2026-01-06,2026-02-04,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000167,TXN00012360,False,USR86156,MER2438,2026-02-01 00:00:00,2026-02-05 00:00:00,2026-02-14 00:00:00,4.0,9.0,False,,True,General Complaint / Dispute,dispute raised,User reports money deducted but merchant denies receiving payment.,Closed,Low,Branch,2026-02-01,2026-02-05,2026-02-14,False,False,False,True,False,True,False,False,True,True,True,False,False,False
CB0001080,TXN00014582,False,USR75735,MER7856,2026-03-29 00:00:00,2026-04-02 00:00:00,2026-04-11 00:00:00,4.0,9.0,False,,True,Account Takeover / Unauthorized,unauthorized_transaction,User claims account was compromised before transaction.,In Progress,Medium,App,2026-03-29,2026-04-02,2026-04-11,False,False,False,True,False,True,False,False,False,True,True,True,False,False
CB0000608,,True,USR89430,MER6891,2026-03-03 00:00:00,2026-03-05 00:00:00,,2.0,,False,947.39,False,Item/Service Not Delivered,merchant service issue,Customer complaint text unclear due to poor call center notes.,Rejected,Low,App,2026-03-03,2026-03-05,,True,False,False,False,False,False,False,False,False,False,False,True,True,False
CB0001054,TXN00003450,False,USR95613,MER4039,2026-03-17 00:00:00,2026-03-19 19:19:00,,2.8048611111111112,,False,,True,Item/Service Not Delivered,no service,Payment made to unknown merchant as per customer statement. details missing,Pending Bank,High,IVR,2026-03-17,2026-03-19,,False,False,False,True,False,False,False,False,False,False,True,True,True,False
CB0000516,TXN00018193,False,USR63557,MER3988,2026-01-24 00:00:00,2026-01-27 00:00:00,2026-02-25 00:00:00,3.0,29.0,False,,True,Item/Service Not Delivered,Merchant Not Delivered,customer says transaction was not authorized.,Rejected,Low,App,2026-01-24,2026-01-27,2026-02-25,False,False,False,True,False,True,False,False,False,True,True,True,False,False
CB0000831,TXN00013412,False,USR57382,MER1320,,2026-01-21 00:00:00,2026-02-08 00:00:00,,18.0,False,90.88,False,Item/Service Not Delivered,not delivered,User says UPI PIN was not entered by them.,Rejected,Low,Chatbot,,2026-01-21,2026-02-08,False,False,False,False,False,True,False,False,True,True,True,False,False,False
CB0000753,TXN00011998,False,USR26558,MER3100,2026-01-24 05:54:36,2026-02-09 00:00:00,2026-02-17 03:54:36,15.75375,8.162916666666666,False,,True,General Complaint / Dispute,complaint,Merchant service was not delivered after payment.,Rejected,Low,IVR,2026-01-24,2026-02-09,2026-02-17,False,False,False,True,True,True,False,False,False,False,True,True,True,False
CB0000230,TXN00008604,False,USR33056,MER2822,2026-02-21 03:47:49,2026-02-24 00:00:00,2026-03-16 00:00:00,2.841793981481481,20.0,False,,True,Account Takeover / Unauthorized,Account Takeover,customer complaint text unclear due to poor call center notes.,Pending Bank,High,Chatbot,2026-02-21,2026-02-24,2026-03-16,False,False,False,True,False,True,False,False,False,False,True,True,True,False
